player,season,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Playing Time_Mn/MP,Playing Time_Min%,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
Riyad Mahrez,2122,60,3982,32,17,1701,18.9,15,6,21,10,5,6,0,0,10.1,6.2,4.2,10.4,74,70,234,2.43,0.74,3.18,1.75,2.49,0.61,0.25,0.86,0.37,0.62,18.9,15,69,24,78.30000000000001,9.12,3.74,0.36,0.89,17.9,6,5,6,0.11,0.9,0.8,777,947,82.0,11969,2132,443,486,91.2,264,313,84.3,53,102,52.0,6,4.2,3.8,0.8,39,27,34,6,70,947,842,99,11,7,6,110,18,70,42,0,1,777,6,14,73,4.38,55,12,1,4,1,0,10,0.6,7,2,0,1,0,0,11,6,5,4,2,5,19,26.3,14,15,1,14,6,17,6,0,1135,11,81,318,746,127,1130,50,26,52.0,24,48.0,775,4744,2037,74,35,44,42,21,847,234,105,88.9,17,168,11,15,36,8,4.640000000000001,53,15,38,5.35,2.61,43.1,11.7,31.4,1.89,0.36,0,11,16,4,110,6,6,0,0,0,70,8,14,36.4
Robert Lewandowski,2122,64,3976,35,35,3036,33.7,35,3,38,30,5,5,2,0,33.2,29.3,4.4,33.7,46,81,268,1.07,0.09,1.16,0.92,1.01,1.01,0.13,1.15,0.9,1.03,33.7,35,157,76,148.1,5.77,3.29,0.19,0.4,13.6,3,5,5,0.19,1.8,0.7,575,767,75.0,7309,1585,362,441,82.1,146,193,75.6,21,40,52.5,3,4.4,4.8,-1.4,37,38,30,3,81,767,733,29,7,10,4,26,1,0,0,0,0,575,5,26,109,3.33,63,1,18,16,10,1,15,0.46,8,0,3,3,1,0,10,3,0,6,4,5,17,29.4,12,17,2,15,7,16,8,0,1160,14,46,438,685,242,1155,81,47,58.0,34,42.0,685,3274,1241,46,31,21,83,55,917,268,177,146.3,35,177,29,0,0,0,2.26,92,41,51,-3.29,-18.45,84.8,35.3,49.4,1.51,-1.06,0,23,39,23,26,7,3,1,0,0,72,53,58,47.7
Sadio Mane,2122,58,3984,37,34,3030,33.6,18,2,20,18,0,0,6,0,17.2,17.2,5.2,22.5,105,130,305,1.36,0.06,1.42,1.36,1.42,0.55,0.17,0.72,0.55,0.72,33.6,18,101,40,137.8,4.41,2.46,0.8300000000000001,1.1,14.2,0,0,0,0.18,-1.2,-1.2,818,1100,74.4,12061,2748,460,550,83.6,274,360,76.1,44,67,65.7,2,5.2,4.4,-3.2,41,63,61,5,130,1100,1082,12,3,16,3,53,8,0,0,0,0,818,6,41,114,3.64,79,0,8,17,10,0,13,0.41,7,0,1,4,1,0,33,20,7,14,12,8,26,30.8,18,30,1,29,8,41,15,0,1492,20,94,617,806,201,1492,77,47,61.0,29,37.7,1027,5897,2663,105,57,45,104,59,1218,305,153,119.4,34,189,26,3,25,0,4.68,79,25,54,2.51,-1.39,74.1,28.1,46.0,1.47,0.14,0,54,58,20,53,8,20,1,0,0,109,30,50,37.5
Son Heung-min,2122,58,3984,37,37,3194,35.5,23,7,30,23,0,0,2,0,15.9,15.9,7.5,23.4,116,90,242,0.69,0.21,0.9,0.69,0.9,0.48,0.22,0.7,0.48,0.7,35.5,23,91,53,155.8,4.96,3.83,0.27,0.48,15.7,2,0,0,0.19,7.1,7.1,928,1219,76.1,12453,3148,569,623,91.3,239,316,75.6,48,151,31.8,7,7.5,5.6,-0.5,72,33,42,4,90,1219,1007,207,37,2,3,197,7,157,66,53,0,928,5,33,135,4.04,82,35,2,9,6,1,13,0.39,7,3,0,0,3,0,15,6,5,7,3,5,23,21.7,18,27,6,21,14,28,8,0,1545,15,146,564,867,146,1545,92,51,55.4,40,43.5,912,6351,3123,116,68,50,75,46,1078,242,180,150.60000000000002,37,180,21,0,0,0,3.44,68,32,36,1.53,1.2200000000000002,54.7,32.4,22.3,0.67,0.74,0,15,38,18,197,14,6,2,0,0,144,16,35,31.4
Sebastien Haller,2122,27,1994,31,31,2568,28.5,21,7,28,19,2,2,4,0,21.7,20.2,6.6,26.7,21,66,216,0.74,0.25,0.98,0.67,0.91,0.76,0.23,0.99,0.71,0.94,28.5,21,98,40,40.8,3.43,1.4,0.19,0.48,10.1,0,2,2,0.21,-0.7,-1.2,542,776,69.8,6854,1118,336,443,75.8,132,181,72.9,18,32,56.3,7,6.6,5.4,0.4,44,37,16,0,66,776,730,40,0,1,3,6,1,0,0,0,0,542,6,20,79,2.77,58,0,1,14,6,0,12,0.42,9,0,0,2,1,0,19,7,1,9,9,4,17,23.5,13,19,2,17,2,21,21,0,1116,26,64,423,640,253,1114,37,23,62.2,14,37.8,590,2058,646,21,11,12,75,43,849,216,83,83.9,31,83,20,0,0,0,2.39,82,16,66,2.31,-0.06,79.7,24.8,54.9,1.92,-0.02,0,29,33,11,6,2,7,1,0,0,91,114,65,63.7
Trent Alexander-Arnold,2122,44,3996,35,35,3153,35.0,2,13,15,2,0,0,2,0,2.4,2.4,12.0,14.4,53,267,201,0.06,0.6799999999999999,0.74,0.06,0.74,0.07,0.38,0.46,0.07,0.46,35.0,2,55,15,29.4,2.81,0.47,0.04,0.13,24.0,8,0,0,0.05,-0.4,-0.4,2039,2757,74.0,40112,15683,841,964,87.2,811,1048,77.4,344,636,54.1,13,12.0,13.0,0.0,90,245,85,25,267,2757,2204,548,93,17,69,294,324,131,29,89,0,2039,5,34,160,5.05,96,53,3,7,1,0,18,0.57,13,4,0,1,0,0,40,29,19,13,8,27,60,45.0,33,22,4,18,45,83,40,0,3036,71,602,1386,1070,83,3036,39,19,48.7,20,51.3,1504,5687,2824,53,55,14,41,19,1897,201,189,136.0,35,189,33,0,0,2,4.71,86,25,61,2.73,-0.53,74.1,30.0,44.1,1.39,-0.32,0,12,9,12,294,45,29,0,0,0,235,15,13,53.6
Vinicius Junior,2122,42,4000,37,32,2866,31.9,17,10,27,17,0,0,6,0,12.3,12.3,8.0,20.3,225,123,485,0.57,0.33,0.9,0.57,0.9,0.41,0.27,0.68,0.41,0.68,31.9,17,84,44,102.5,4.73,2.4299999999999997,0.21,0.4,15.2,0,0,0,0.15,4.7,4.7,1075,1289,83.4,14515,2865,684,759,90.1,269,315,85.4,52,72,72.2,10,8.0,7.7,2.0,68,32,68,7,123,1289,1263,20,5,5,12,44,9,5,0,0,0,1075,6,35,188,6.29,129,1,27,9,19,3,28,0.94,18,0,5,1,3,1,46,27,23,19,4,15,50,30.0,35,25,0,25,6,52,6,0,1729,7,149,434,1172,228,1729,209,95,45.5,114,54.5,1373,10475,6171,225,119,110,86,59,1476,485,165,137.4,32,174,15,5,21,0,3.84,67,23,44,1.95,0.49,54.9,31.0,23.9,0.8,0.32,0,34,83,26,44,6,27,4,0,0,105,3,8,27.3
Virgil van Dijk,2122,60,3982,39,39,3510,39.0,3,1,4,3,0,0,3,0,2.0,2.0,1.5,3.6,11,145,4,0.09,0.03,0.12,0.09,0.12,0.06,0.05,0.11,0.06,0.11,39.0,3,38,14,40.0,1.63,0.41,0.09,0.21,13.3,1,0,0,0.06,1.0,1.0,2376,2655,89.5,46859,18162,780,848,92.0,1298,1375,94.4,278,395,70.4,1,1.5,1.0,-0.5,9,156,4,0,145,2655,2575,78,71,6,18,0,7,0,0,0,0,2376,2,5,31,0.91,22,1,0,6,0,2,6,0.18,4,0,0,2,0,0,16,11,11,5,0,11,16,68.8,5,21,14,7,32,47,109,0,2894,300,1296,1514,90,57,2894,8,6,75.0,2,25.0,1717,6530,3379,11,4,0,5,3,2096,4,180,168.4,39,180,38,0,0,1,5.01,95,25,70,3.25,1.25,80.9,29.1,51.8,1.52,0.75,0,11,10,0,0,32,11,0,0,0,204,117,34,77.5
Antoine Griezmann,2223,93,5973,49,41,3756,41.8,15,20,35,15,0,0,4,0,13.0,13.0,16.900000000000002,29.9,109,207,233,0.47,1.25,1.73,0.47,1.73,0.5,0.96,1.45,0.5,1.45,41.8,15,123,48,106.2,6.0,2.23,0.14,0.34,35.2,6,0,0,0.22,2.0,2.0,1494,1926,155.8,23876,6821,808,909,179.6,473,599,158.4,146,273,113.8,20,16.900000000000002,13.4,2.1,105,143,68,18,207,1926,1731,188,54,20,25,186,7,100,55,28,0,1494,7,44,195,10.63,130,35,10,9,8,3,29,1.3199999999999998,21,5,1,2,0,0,63,48,24,28,11,23,71,90.3,48,42,6,36,38,95,38,0,2355,56,298,1123,965,167,2354,93,51,96.6,33,83.7,1304,6918,3478,109,70,29,47,44,1695,233,242,240.0,41,263,30,8,47,0,6.57,81,36,45,3.68,2.15,66.4,41.8,24.6,1.27,1.14,0,28,55,16,186,38,48,0,0,0,184,33,38,100.8
Bernardo Silva,2223,81,5982,44,32,2919,32.5,4,5,9,4,0,0,7,0,2.4000000000000004,2.4000000000000004,3.7,5.9,108,148,205,0.16,0.2,0.37,0.16,0.37,0.13,0.22,0.36,0.13,0.36,32.5,4,28,9,36.0,1.77,0.37,0.16,0.44,28.8,0,0,0,0.27,1.6,1.6,1573,1835,173.10000000000002,25000,4382,859,924,185.8,550,622,181.9,112,179,128.4,5,3.7,4.3,1.2999999999999998,36,92,36,11,148,1835,1742,90,25,3,12,85,50,12,0,2,0,1573,3,35,88,6.34,76,2,4,1,4,1,15,1.25,14,0,0,0,1,0,46,33,11,27,8,19,46,140.0,27,26,6,20,23,64,6,0,2082,38,321,966,811,100,2082,68,29,68.8,30,70.3,1327,8688,4349,108,87,31,34,35,1562,205,208,209.9,32,258,19,12,41,4,7.15,83,29,54,5.8,0.55,54.5,27.7,26.8,1.44,0.0299999999999999,0,38,23,2,85,23,33,1,0,0,154,5,15,56.8
Bukayo Saka,2223,60,6003,44,43,3616,40.099999999999994,17,11,28,15,2,3,6,0,11.8,9.7,9.2,18.9,190,119,554,1.34,0.31,1.65,1.28,1.59,0.52,0.44,0.96,0.46,0.9,40.099999999999994,17,95,35,155.10000000000002,5.84,2.99,0.5700000000000001,1.0099999999999998,31.200000000000003,1,2,3,0.2,5.199999999999999,5.3,1138,1538,151.5,16686,3973,699,812,164.7,323,413,165.8,74,170,109.4,11,9.2,6.3999999999999995,1.8,80,53,73,14,119,1538,1400,136,12,2,4,183,23,99,76,0,2,1138,2,66,171,7.38,111,27,9,11,11,2,29,1.1,20,4,2,1,1,1,70,38,24,17,29,21,46,95.5,25,43,1,42,16,86,21,0,2032,23,177,522,1355,252,2029,175,66,57.2,75,96.6,1305,9081,4844,190,101,89,81,62,1473,554,230,238.7,43,231,23,1,31,1,5.46,89,46,43,3.22,-4.75,67.89999999999999,41.8,26.1,1.15,-2.44,0,51,72,13,183,16,38,1,0,0,140,17,39,79.6
Erling Haaland,2223,44,4000,39,37,3078,34.2,39,8,47,32,7,7,5,0,28.4,23.0,5.3,28.3,35,58,151,2.04,0.26,2.3,1.81,2.07,0.92,0.17,1.09,0.75,0.92,34.2,39,127,60,109.3,6.970000000000001,3.76,0.52,0.98,12.6,0,7,7,0.2,7.6,6.0,360,500,72.0,4403,947,218,276,79.0,100,132,75.8,7,9,77.8,8,5.3,3.1,2.7,29,14,23,0,58,500,449,45,0,4,0,13,2,1,0,0,0,360,6,21,72,2.34,48,0,5,10,8,1,17,0.55,14,0,0,1,2,0,3,3,0,2,1,1,5,20.0,4,12,4,8,3,6,14,0,763,18,39,290,435,217,756,32,11,34.4,18,56.3,405,2020,761,35,10,25,51,26,583,151,156,138.2,37,160,23,2,22,3,5.37,94,27,67,4.51,0.58,66.9,24.3,42.6,1.38,0.84,0,35,27,9,13,3,3,1,0,0,37,50,50,50.0
Harry Kane,2223,86,5979,45,44,3923,43.599999999999994,33,6,39,27,6,8,6,0,24.1,17.8,8.5,26.3,67,198,217,2.02,0.75,2.7700000000000005,1.66,2.42,1.17,0.51,1.6800000000000002,0.69,1.21,43.599999999999994,33,139,60,113.5,9.4,3.33,0.5,1.66,36.4,4,6,8,0.24,7.9,8.200000000000001,704,1019,133.0,13322,4735,319,411,154.4,260,338,144.8,108,171,134.2,6,8.5,4.7,-2.5,62,112,52,7,198,1019,947,63,14,22,19,43,26,0,0,0,0,704,9,44,141,5.7,94,2,14,15,13,3,21,1.15,13,0,2,3,3,0,17,13,2,7,8,8,22,133.3,14,29,8,21,2,19,23,0,1470,36,116,707,671,180,1462,116,44,87.0,56,86.6,933,5071,2063,67,55,22,84,63,1143,217,228,231.9,44,260,39,1,26,1,5.08,82,66,16,2.0,4.38,63.5,52.2,11.4,1.07,0.09,0,33,65,16,43,2,13,2,0,0,112,75,94,85.8
Jamal Musiala,2223,57,6009,40,31,2680,29.799999999999997,15,11,26,15,0,0,2,0,9.9,9.9,7.5,17.4,110,143,227,1.7,0.76,2.46,1.7,2.46,1.0,0.5700000000000001,1.5699999999999998,1.0,1.5699999999999998,29.799999999999997,15,88,35,132.9,10.91,4.88,0.48,0.91,30.3,0,0,0,0.28,2.1,2.1,942,1123,165.2,13540,2891,539,611,173.1,330,363,178.39999999999998,34,50,166.0,11,7.5,6.2,3.5,60,69,44,4,143,1123,1099,16,0,5,2,13,10,0,0,0,0,942,8,31,142,12.58,105,0,21,10,4,2,27,1.41,19,0,3,2,1,2,35,25,9,16,10,14,37,87.1,23,33,4,29,22,55,3,0,1566,20,155,720,719,172,1566,188,96,103.5,76,77.5,1138,6955,3280,110,71,45,90,86,1216,227,209,229.6,31,248,10,9,55,0,5.640000000000001,79,36,43,4.9,7.669999999999999,63.1,31.7,31.4,3.2,-1.31,0,26,54,2,13,22,25,1,0,0,163,13,14,83.3
Josko Gvardiol,2223,60,6006,42,35,3153,35.1,2,0,2,2,0,0,2,1,1.9,1.9,0.6,2.7,38,148,8,0.17,0.0,0.17,0.17,0.17,0.1,0.04,0.13,0.1,0.13,35.1,2,20,6,103.6,2.07,0.61,0.5700000000000001,1.25,31.0,0,0,0,0.2,0.0999999999999999,0.0999999999999999,2378,2668,178.5,46758,16498,783,836,188.6,1320,1403,186.4,256,372,136.3,0,0.6,1.3,-0.6,13,163,11,1,148,2668,2598,64,60,3,23,6,4,0,0,0,0,2378,6,16,33,1.77,30,0,1,1,1,0,2,0.08,2,0,0,0,0,0,32,25,20,12,0,14,30,103.4,16,42,21,21,51,77,113,1,2971,329,1372,1524,92,26,2971,20,17,138.9,2,11.1,2148,10770,5867,38,21,4,10,8,2217,8,230,225.2,35,244,27,7,75,2,6.3,69,39,30,5.58,2.26,52.2,38.7,13.4,0.14,-0.6699999999999999,0,31,21,1,6,51,25,0,1,1,215,46,39,93.3
Jude Bellingham,2223,56,6009,40,37,3342,37.1,11,6,17,9,2,2,9,0,8.799999999999999,8.0,4.3,12.3,106,274,169,1.25,0.73,1.97,0.8300000000000001,1.56,0.39,0.21,0.6,0.37,0.5700000000000001,37.1,11,77,29,144.8,5.58,2.56,0.48,0.96,30.4,2,2,2,0.22,0.2,0.0,1577,1908,170.4,27664,8107,716,815,178.9,610,699,179.0,189,257,155.8,6,4.3,5.4,0.7,38,212,49,3,274,1908,1841,61,36,10,33,41,18,1,0,0,0,1577,6,42,142,7.88,101,0,18,11,10,2,23,1.88,17,0,4,0,2,0,92,62,33,40,19,39,57,150.0,18,61,4,57,42,132,30,0,2415,50,386,1373,689,120,2414,164,92,103.2,49,81.6,1559,8898,4319,106,58,27,71,64,1802,169,229,245.7,37,262,33,3,54,1,6.3100000000000005,92,46,46,4.58,3.12,68.3,42.8,25.4,1.65,-0.47,0,49,84,3,41,42,62,2,0,0,229,40,42,90.7
Julian Alvarez,2223,66,6000,43,22,2322,25.9,16,2,18,14,2,2,0,0,9.6,8.8,1.9,10.7,51,42,121,2.02,0.46,2.48,1.73,2.19,0.94,0.13,1.07,0.89,1.02,25.9,16,72,35,162.9,8.4,4.38,0.66,1.19,28.2,0,2,2,0.37,3.4,3.2,488,624,155.4,6641,1017,293,342,170.60000000000002,121,160,148.3,33,49,148.39999999999998,2,1.9,2.3,-1.9,20,24,15,3,42,624,595,25,2,9,4,34,6,4,3,0,0,488,4,22,62,5.140000000000001,46,0,6,7,3,0,7,0.7,3,0,1,1,2,0,30,23,6,13,11,9,32,30.0,23,21,0,21,2,32,9,0,830,9,66,319,454,110,829,42,21,55.3,17,111.8,513,2684,1167,51,23,25,39,31,626,121,192,182.8,22,256,12,21,83,7,7.42,67,18,49,7.31,6.46,42.7,19.3,23.4,2.55,0.2999999999999999,0,36,17,9,34,2,23,2,0,0,65,10,32,44.0
Karim Benzema,2223,68,3974,29,29,2516,27.9,23,4,27,15,8,9,1,0,21.5,14.9,5.8,20.7,72,138,157,1.59,0.32,1.91,1.09,1.41,0.95,0.26,1.2,0.66,0.91,27.9,23,115,44,86.4,7.38,3.1,0.31,0.71,15.9,6,8,9,0.15,-2.5,-2.9,924,1070,86.4,10990,2417,624,695,89.8,193,210,91.9,24,32,75.0,4,5.8,5.5,-2.8,48,71,51,0,138,1070,1012,52,4,9,7,5,4,9,0,0,0,924,6,25,102,4.5,86,1,6,7,2,0,7,0.31,5,0,1,1,0,0,9,6,2,4,3,2,11,18.2,9,11,0,11,2,11,5,0,1284,7,56,457,776,175,1276,44,20,45.5,22,50.0,797,3737,1900,72,43,31,32,28,1092,157,181,143.5,29,181,22,0,0,0,4.48,58,22,36,2.6,0.97,47.5,23.9,23.6,1.04,0.2,0,13,6,25,5,2,6,2,0,0,35,14,13,51.9
Kevin De Bruyne,2223,92,5973,39,35,3014,33.5,8,20,28,8,0,0,1,0,5.8,5.8,14.6,20.4,109,274,267,0.54,1.7000000000000002,2.24,0.54,2.24,0.29,0.81,1.1,0.29,1.1,33.5,8,82,25,80.9,7.5,2.0,0.21,0.8300000000000001,46.3,8,0,0,0.12,1.2,1.2,1285,1762,141.7,23972,7263,576,678,169.4,517,683,149.89999999999998,175,302,113.8,20,14.6,14.9,1.4,104,141,105,23,274,1762,1572,177,58,32,29,254,36,79,20,38,6,1285,13,49,187,10.22,126,36,8,8,6,3,31,1.15,24,3,1,1,2,0,29,16,4,12,13,14,41,35.9,27,29,2,27,10,38,13,0,2027,13,117,818,1120,103,2027,69,36,102.5,22,68.6,1224,6297,3781,109,90,17,49,33,1558,267,248,231.3,35,256,20,4,20,5,6.640000000000001,82,26,56,4.41,0.44,63.400000000000006,24.0,39.400000000000006,1.51,0.81,0,25,35,5,254,10,16,2,0,0,108,17,13,150.0
Khvicha Kvaratskhelia,2223,21,2001,34,30,2518,28.0,12,10,22,10,2,2,1,0,8.2,6.6,7.7,14.2,139,91,291,0.43,0.36,0.79,0.36,0.71,0.29,0.27,0.56,0.23,0.51,28.0,12,83,30,36.1,2.97,1.07,0.12,0.33,19.1,3,2,2,0.08,3.8,3.4,900,1136,79.2,12766,2560,570,623,91.5,225,301,74.8,63,118,53.4,10,7.7,6.6,2.3,54,41,46,8,91,1136,1083,49,9,14,15,76,18,22,8,3,0,900,4,22,136,4.86,90,3,20,13,8,2,24,0.86,10,1,3,6,4,0,43,23,12,8,23,17,43,39.5,26,20,0,20,5,48,6,1,1548,8,110,486,976,175,1546,199,75,37.7,107,53.8,1054,6935,3699,139,62,84,63,48,1221,291,74,73.6,30,79,8,4,38,0,2.29,58,21,37,1.32,0.13,49.9,23.1,26.8,0.96,0.34,0,20,45,6,76,5,23,4,0,0,118,8,13,38.1
Kim Min-jae,2223,75,5988,39,38,3358,37.3,2,2,4,2,0,0,5,0,1.1,1.1,1.9,3.0,45,189,10,0.06,0.06,0.12,0.06,0.12,0.06,0.06,0.12,0.06,0.12,37.3,2,10,3,37.5,0.91,0.09,0.25,0.67,14.8,0,0,0,0.18,0.9,0.9,2719,3003,178.2,49502,18537,1086,1155,186.4,1354,1437,188.6,234,324,141.5,2,1.9,1.0,0.1,10,220,9,2,189,3003,2945,53,49,2,36,8,3,0,0,0,0,2719,5,17,38,1.4200000000000002,34,0,0,2,0,2,3,0.09,2,0,0,1,0,0,57,32,34,22,1,26,30,186.2,4,41,27,14,43,100,131,1,3355,327,1420,1824,125,30,3355,8,5,157.1,3,42.9,2097,9301,5434,45,27,2,14,7,2502,10,216,196.4,38,177,32,1,39,3,3.73,73,32,41,-2.29,-5.12,59.8,33.699999999999996,26.1,-0.16,-1.61,0,30,7,0,8,43,32,0,0,0,225,101,55,153.7
Kylian Mbappe,2223,69,5994,42,39,3506,38.9,42,8,50,37,5,7,6,0,31.5,25.8,8.700000000000001,34.5,205,153,547,7.13,1.46,8.6,6.73,8.19,1.66,0.44,2.1100000000000003,1.29,1.73,38.9,42,173,84,88.6,8.96,3.99,0.39,0.91,33.0,2,5,7,0.28,5.5,6.199999999999999,1269,1584,156.4,17186,3782,787,912,175.2,347,432,159.3,54,90,112.6,8,8.700000000000001,10.7,-1.7,66,97,84,12,153,1584,1507,72,5,11,4,72,17,22,6,0,0,1269,5,41,189,11.86,124,4,26,23,12,0,34,2.47,19,0,4,9,2,0,10,4,0,5,5,5,16,31.3,11,5,0,5,5,15,6,0,2093,10,54,693,1372,362,2086,253,99,84.9,132,98.4,1815,11695,5690,205,149,110,84,52,1840,547,258,206.3,39,271,33,3,62,0,7.53,96,40,56,9.63,9.24,78.8,51.5,27.2,1.4,0.6599999999999999,0,26,47,39,72,5,4,1,0,0,74,9,9,81.5
Lautaro Martinez,2223,72,5991,49,34,3266,36.3,24,7,31,23,1,2,4,0,20.0,18.4,5.4,23.799999999999997,50,83,193,1.33,0.41,1.74,1.2999999999999998,1.71,1.5,0.21,1.71,1.45,1.65,36.3,24,152,60,107.9,12.21,4.27,0.39,0.99,27.7,0,1,2,0.27,1.0,1.6,550,744,148.5,8014,1907,295,380,159.6,178,219,155.2,33,45,172.7,7,5.4,2.9,0.6,47,39,25,1,83,744,685,56,1,6,6,19,5,0,0,0,0,550,3,24,101,6.539999999999999,68,2,4,17,9,1,17,1.03,9,0,1,4,2,1,25,16,3,15,7,7,23,30.4,16,32,2,30,17,39,16,1,1184,24,97,518,584,189,1182,77,31,80.3,34,103.1,686,3214,1436,50,36,24,84,54,867,193,198,203.7,34,250,20,15,49,1,6.32,67,46,21,-0.12,-5.98,58.7,29.5,29.200000000000003,2.36,0.45,0,55,75,20,19,17,16,1,0,0,108,46,48,98.8
